System,Issue URL,Symptom Category,Symptom Sub-Category,Symptom Stage,Root Cause Category,Root Cause Sub-Category,Root Cause Stage,Stage Gap,Fix Cost,Has PR,Fix Pattern,PR URL
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1751,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,5,14.63 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1753
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1748,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.3: Embedding Model,S1: Indexing,0,1350.03 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/eosphoros-ai/DB-GPT/pull/2018
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1723,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,0,0.28 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1714,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,5,22.47 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1704,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,1073.67 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1707,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,0,7.96 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1706
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1669,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,0,44.6 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1672
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1660,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S1: Indexing,4,1628.33 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1642,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S1: Indexing,0,23.84 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1636,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,1042.28 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1621,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B2: Component coordination mistake,S0: Initialization,0,71.57 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1600,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,5,20.98 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1601
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1581,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S0: Initialization,0,12.39 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1547
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1571,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,22.2 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1562,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,70.46 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1579
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1546,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,1,240.89 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1547
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1523,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.4: Post-retrieval processing failure,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S4: Post-Retrieval Processing,0,104.86 hours,Yes,FP3: Checking and robustness,https://github.com/eosphoros-ai/DB-GPT/pull/1531
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1498,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S4: Post-Retrieval Processing,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S3: Retrieval,1,13.37 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1499
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1462,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,924.7 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1459,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,952.93 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1453,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,0.79 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1441,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,1379.0 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1426,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,3318.51 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1935
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1394,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S5: Generation,0,19.4 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1390,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,5,5.16 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1389,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,5,977.77 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1352,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,5,468.54 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1432
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1307,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,6.01 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1308
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1243,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A3: Inter-component integration bug,S0: Initialization,5,244.32 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1283
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1240,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S0: Initialization,5,1257.18 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1210,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S1: Indexing,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,0,43.75 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1219
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1160,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,895.25 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1143,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.5: A4.5,S0: Initialization,5,4308.87 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1116,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S5: Generation,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S5: Generation,0,4.97 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/1117
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1094,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,21.0 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/eosphoros-ai/DB-GPT/pull/1095
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1049,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,1,6.35 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/1021,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,5,6.68 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/1027
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/968,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,5,120.14 hours,Yes,FP6: Lifecycle and resource scheduling,https://github.com/eosphoros-ai/DB-GPT/pull/989
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/875,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,84.21 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/885
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/867,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,24.77 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/pull/871
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/863,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,972.88 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/840,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,930.66 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/827,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-B: User Misconfigurations,RC-B3: Configuration misunderstanding,S0: Initialization,0,924.17 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/821,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.0: Initialization failure,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,1427.87 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/800,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S1: Indexing,2,100.64 hours,Yes,FP1: Data interaction and mapping,https://github.com/eosphoros-ai/DB-GPT/commit/16a9951cae8b1e4f4886915121406606001a1d94
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/798,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,1235.79 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/766,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,140.88 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/784
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/756,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S5: Generation,0,150.6 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/781
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/719,SP-B: Behavior Faults,SP-B1: Low-quality result,S5: Generation,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S5: Generation,0,62.87 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/eosphoros-ai/DB-GPT/pull/732
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/660,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.3: Retrieval failure,S3: Retrieval,RC-A: Configuration Bugs,RC-A2: RAG component implementation bug,S1: Indexing,2,139.99 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/675
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/655,SP-A: Functional Execution Faults,SP-A3: Configuration adherence fault,S0: Initialization,RC-A: Configuration Bugs,RC-A1: Configuration handling bug,S0: Initialization,0,8.95 hours,Yes,FP4: Static definition and prompt tuning,https://github.com/eosphoros-ai/DB-GPT/pull/656
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/654,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.5: Generation failure,S5: Generation,RC-B: User Misconfigurations,RC-B1: Resource configuration mistake,S5: Generation,0,3592.02 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/644,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,122.8 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/649
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/630,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.2: Database,S0: Initialization,1,3998.16 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/617,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.5: A4.5,S0: Initialization,0,64.41 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/616
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/597,SP-A: Functional Execution Faults,SP-A2: Core pipeline fault > A2.1: Indexing failure,S1: Indexing,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,1,4262.28 hours,No,N/A,N/A
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/563,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A4: External system adaptation bug > A4.1: LLM,S0: Initialization,0,716.62 hours,Yes,FP2: Component logic and algorithm,https://github.com/eosphoros-ai/DB-GPT/pull/649
eosphoros-ai_DB-GPT,https://github.com/eosphoros-ai/DB-GPT/issues/561,SP-A: Functional Execution Faults,SP-A1: System crash and unavailability,S0: Initialization,RC-A: Configuration Bugs,RC-A5: Resource provisioning and orchestration bug,S0: Initialization,0,6916.89 hours,No,N/A,N/A
